route_long_name,route_short_name,service_id,total_trips,avg_trip_distance_km,avg_duration_min,duration_stddev_min,avg_speed_kmh
WEST MALL,112,401,2,7.116099834442139,11.4,0.0,37.453157023379674
WEST MALL,112,2,135,15.726573723775369,40.02222222,7.313576078891116,23.360125787151706
WEST MALL,112,3,109,15.370243485367626,36.66055046,7.607601441781452,24.94778647227362
WEST MALL,112,4,117,15.615234569606619,37.24786325,7.377380517333927,24.885561870664816
DANFORTH,113,1,123,7.163026710835899,27.1799458,4.665315793324553,16.166484718364558
DANFORTH,113,2,128,7.1965951912570745,25.88815104,4.316449053567937,17.053055932355917
DANFORTH,113,3,91,7.163132844062952,24.96355311,4.02834577349889,17.526288647641582
DANFORTH,113,4,101,7.175490965937624,24.52161716,4.052521349478409,17.901839242437802
QUEENS QUAY EAST,114,1,235,5.3150004588543105,22.93617021,3.7936355174308374,14.24651887371908
QUEENS QUAY EAST,114,2,221,5.315003653187557,20.00904977,2.486144319364444,16.189215545256932
QUEENS QUAY EAST,114,3,221,5.315003653187557,18.89140271,2.032978851283601,17.079802529396314
QUEENS QUAY EAST,114,4,221,5.315003653187557,18.89140271,2.0329788512835982,17.079802529396318
SILVER HILLS,115,1,90,6.281150132417679,20.44444444,4.5901128311261745,19.004454172821067
SILVER HILLS,115,2,72,6.281150132417679,18.11111111,3.4823186542699625,21.212052148569956
SILVER HILLS,115,3,72,6.281150132417679,16.20833333,2.847696437473627,23.570848436035313
SILVER HILLS,115,4,78,6.281150132417679,16.15384615,2.828775775240551,23.646526805553357
MORNINGSIDE,116,1,313,16.63780872300029,49.8299787,11.317408717442506,21.73028420697077
MORNINGSIDE,116,401,7,12.787428421633583,39.02380952,10.11553440413205,19.616128791448222
MORNINGSIDE,116,2,295,16.49078650050244,46.64073446,11.042397271516498,22.80687226251199
MORNINGSIDE,116,3,274,16.43353579470711,44.10225061,10.400028074255658,23.951791021960318
MORNINGSIDE,116,4,275,16.38137675577944,43.94872727,10.687623324180139,24.106794334496833
