stop_id,stop_code,stop_name,stop_lat,stop_lon,total_trip_events,num_unique_routes,service_id
1000,9992,361 The West Mall,43.6408,-79.5652,116,2,1
10000,731,Caledonia Rd at Leswyn Rd,43.7156,-79.4675,91,1,1
10001,4280,Kipling Ave at Jutland Rd North Side,43.6272,-79.529,150,1,1
10002,474,Bloor St West at Indian Rd,43.6555,-79.4567,36,1,1
10004,3784,Islington Ave at Elmhurst Dr South Side,43.7228,-79.5589,104,3,1
10005,5582,Markham Rd at Scranton Rd,43.7651,-79.2272,202,1,1
10006,3426,Chesswood Dr at Champagne Dr,43.7641,-79.4764,45,1,1
10007,1513,Royal York Rd at King Georges Rd,43.65,-79.5124,171,2,1
10008,7256,Sheppard Ave East at Washburn Way,43.7963,-79.2273,185,3,1
10009,2387,Eglinton Ave West at Northcliffe Blvd,43.6962,-79.4478,278,2,1
1001,6976,Royal York Rd at Bloor St West,43.6472,-79.5111,242,4,1
10010,7469,York Mills Rd at Harrison Rd,43.7499,-79.3787,269,4,1
10011,11229,Concorde Pl at Concorde Pl Cul De Sac,43.73,-79.3283,428,2,1
10012,6462,Huntingwood Dr at Pharmacy Ave,43.7818,-79.3199,41,1,1
10013,7322,Sherbourne St at King St East,43.6511,-79.3681,131,1,1
10018,3392,Calvington Dr at Dalsby Rd,43.7296,-79.5015,41,1,1
10019,1097,Gerrard St East at Logan Ave,43.6672,-79.3451,145,2,1
1002,7198,Sheppard Ave East at Kingston Rd North Side,43.7995,-79.1468,203,3,1
10020,5266,Lawrence Ave East at Galloway Rd,43.766,-79.1966,236,3,1
10021,501,Bloor St West at Clendenan Ave,43.6524,-79.4701,78,2,1
10022,2731,Islington Ave at Titan Rd,43.631,-79.5179,136,2,1
10023,12170,135 La Rose Ave,43.6851,-79.5231,58,2,1
10024,7119,Senlac Rd at Finch Ave West South Side,43.7762,-79.4302,50,1,1
10025,3775,Islington Ave at Cordova Ave North Side,43.6488,-79.5251,130,2,1
10026,3776,Islington Ave at Deerfoot Rd,43.6851,-79.5412,136,3,1
10027,10291,250 Finchdene Sq,43.8211,-79.2344,34,3,1
10028,6213,Wineva Ave at Queen St East,43.6711,-79.2959,204,1,1
1003,7011,Royal York Rd at Melrose St,43.6198,-79.4998,185,2,1
10030,13483,Eastern Ave at Knox Ave,43.6624,-79.3254,86,1,1
10031,8943,Yonge Blvd at Felbrigg Ave,43.7367,-79.4101,23,1,1
10032,277,Clark Ave West at York Hill Blvd,43.8042,-79.4447,44,1,1
10033,819,College St at Brock Ave,43.6519,-79.4362,145,2,1
10034,4283,Kipling Ave at Beaverbrook Ave,43.6622,-79.5441,137,1,1
10035,5782,Mortimer Ave at Greenwood Ave,43.6887,-79.3354,62,1,1
10036,409,Birchmount Rd at Exford Dr,43.7551,-79.2881,86,1,1
10037,513,Bloor St West at Forest View Rd East Side,43.6329,-79.573,55,1,1
10038,10920,Middlefield Rd Loop at Steeles Ave East,43.8351,-79.2683,97,1,1
1004,1367,125 Milner Ave,43.7853,-79.2461,48,1,1
10040,4585,Roselawn Ave at Bathurst St,43.7053,-79.4261,44,1,1
10041,14086,Staines Rd at Mantis Rd,43.8216,-79.2203,218,5,1
10042,5002,Scarlett Rd at Dixon Rd East Side,43.7011,-79.5276,128,1,1
10043,3901,Jane St at Haney Ave,43.6738,-79.4945,185,2,1
10044,3163,Warden Ave at Burn Hill Rd,43.7003,-79.2762,118,2,1
10045,3400,Calvington Dr at Roding St,43.7315,-79.4929,41,1,1
10046,13485,Queen's Plate Dr (West) at Triple Crown Ave West Side,43.7227,-79.6027,59,1,1
10047,8870,Wilson Ave at Lady York Ave,43.7313,-79.4643,434,7,1
1005,6541,Marlee Ave at Glencairn Ave,43.7089,-79.4437,55,1,1
10050,9589,McLevin Ave at Sewells Rd West Side,43.8106,-79.2147,50,1,1
10051,10600,Kennedy Rd at Perthshire St,43.8088,-79.3003,131,2,1
10052,1186,Jones Ave at Dundas St East,43.6663,-79.3344,70,1,1
10053,971,Donlands Ave at Sammon Ave,43.6859,-79.3397,64,1,1
10054,3073,Queen St East at Sumach St,43.6567,-79.359,142,2,1
10055,9028,Yonge St at Melrose Ave,43.733,-79.4044,82,2,1
10056,7111,Senlac Rd at York Cemetery,43.7645,-79.4248,52,1,1
10057,3749,Humber Blvd at Weston Rd West Side,43.6828,-79.4806,50,1,1
10058,4409,Lansdowne Ave at Tycos Dr,43.7042,-79.4603,44,1,1
10059,10447,2900 Jane St,43.7526,-79.5167,241,3,1
1006,10013,McCowan Rd at Denison St,43.8416,-79.2782,62,1,1
10060,3986,Keele St at Falstaff Ave North Side,43.7206,-79.4806,158,3,1
10061,4880,Church St at Jane St,43.7092,-79.5058,59,1,1
10062,6662,Pharmacy Ave at Arnall Ave,43.8073,-79.3323,40,1,1
10064,675,Burnhamthorpe Rd at Echo Valley Rd West Side,43.6504,-79.5427,69,1,1
10065,183,6101 Bathurst St,43.7874,-79.4462,180,3,1
10066,9635,Brimley Rd at Mandarin Rd,43.7225,-79.242,60,2,1
10069,4028,Keele St at The Pond Rd,43.7717,-79.4929,45,1,1
1007,1943,Don Mills Rd at Havenbrook Blvd,43.7698,-79.3467,249,3,1
10070,4352,800 Kipling Ave,43.6293,-79.5302,148,1,1
10071,3826,Islington Ave at Prince George Dr,43.6723,-79.5357,131,2,1
10072,10007,McCowan Rd at Carlton Rd,43.8772,-79.2871,62,1,1
10074,3020,Opposite 60 Park Lane Cir,43.7294,-79.3672,32,1,1
10075,2462,Faywood Blvd at Ansford Ave,43.7359,-79.4468,47,1,1
10076,6822,Queen St East at Wineva Ave,43.6711,-79.2953,155,2,1
10077,11159,Commander Blvd at McCowan Rd,43.796,-79.262,40,1,1
10078,1748,The Bridle Path at Park Lane Cir,43.731,-79.3616,32,1,1
10079,6733,Pharmacy Ave at Opposite Walkway to Ecclesfield Dr,43.8089,-79.333,40,1,1
1008,10546,Warden Ave at Carlton Rd,43.8674,-79.3367,39,1,1
10081,6256,Berry Rd at Bell Manor Dr,43.6372,-79.4888,58,1,1
10083,8471,Victoria Park Ave at Ivordale Cres (North),43.7556,-79.3143,171,2,1
10084,715,Caledonia Rd at Eglinton Ave West,43.6928,-79.462,91,1,1
10085,4698,Victoria Park Ave at Winston Ave,43.6837,-79.2852,173,4,1
10086,4977,Dixon Rd at Celestine Dr,43.6932,-79.5626,135,2,1
10087,4751,Airport Rd at Jetliner Rd East Side,43.6858,-79.6063,179,4,1
10088,8490,Victoria Park Ave at Parkwoods Village Dr,43.7581,-79.3155,222,3,1
1009,8012,Overlea Blvd at Thorncliffe Park Dr (West),43.7052,-79.3499,394,3,1
10090,7876,John Garland Blvd at Martin Grove Rd,43.7319,-79.5896,207,2,1
10091,5608,Martin Grove Rd at Dixon Rd,43.6919,-79.5712,69,1,1
10092,8114,Sloane Ave at Wigmore Dr,43.7325,-79.3105,58,1,1
10093,8121,Spadina Ave at Dundas St West South Side,43.6525,-79.3979,232,2,1
10096,8732,Weston Rd at Imogene Ave,43.7429,-79.5405,148,1,1
10097,1309,McCowan Rd at Milner Ave,43.7855,-79.2567,299,5,1
10098,1766,Broadview Ave at Withrow Ave,43.6696,-79.353,413,6,1
10099,5424,1125 Leslie St North Side,43.7251,-79.3489,234,2,1
1010,843,College St at Spadina Ave,43.6579,-79.4004,145,2,1
10100,3382,Brown's Line at Horner Ave South Side,43.6013,-79.5452,134,3,1
10101,10561,Opposite 7303 Warden Ave,43.8302,-79.3274,37,1,1
10102,3081,Queen St West at Bathurst St,43.6473,-79.4037,155,2,1
10103,5375,Lawrence Ave West at Greer Rd,43.7238,-79.4086,176,2,1
10104,11519,Royalcrest Rd at Cabernet Cir,43.7513,-79.6039,23,1,1
10105,726,Caledonia Rd at Keith Ave,43.6908,-79.4614,91,1,1
10106,379,Birchmount Rd at Bertrand Ave,43.7351,-79.2797,92,1,1
10107,13663,Markham Rd at 14Th Ave,43.8562,-79.2559,37,1,1
10108,3314,Beechgrove Dr at Bethley Dr South Side,43.7684,-79.1591,46,1,1
10109,8848,Wilson Ave at Dubray Ave,43.728,-79.4779,508,8,1
1011,6600,Middlefield Rd at Walkway to Buckhurst Cres,43.8053,-79.2548,48,1,1
10110,9887,Port Union Rd at Ravine Park Cres North Side,43.7883,-79.1402,81,1,1
10111,5600,Martin Grove Rd at Bethridge Rd,43.7076,-79.5784,69,1,1
10113,8287,Steeles Ave East at Jewell St,43.8,-79.4117,194,2,1
10115,5225,Lansdowne Ave at Whytock Ave,43.6536,-79.441,176,1,1
10117,8293,Steeles Ave West at New Westminster Dr,43.7901,-79.4573,151,2,1
10119,2654,Glenorchy Rd at Suncrest Dr,43.7258,-79.364,31,1,1
10120,14120,Islington Ave at Rexdale Blvd North Side,43.7154,-79.5551,164,3,1
10123,2882,McNicoll Ave at Eagle Point Rd,43.805,-79.3266,88,1,1
10124,459,Birchmount Rd at Timberbank Blvd,43.7972,-79.3053,86,1,1
10125,56,Avenue Rd at Cottingham St,43.6794,-79.3984,50,1,1
10127,7465,York Mills Rd at Banbury Rd (East),43.7524,-79.3656,274,4,1
10128,8470,Victoria Park Ave at Innismore Cres,43.7346,-79.3065,171,2,1
10129,5022,Dundas St West at Poplar Ave,43.6363,-79.5401,316,3,1
1013,4308,Kipling Ave at Evans Ave,43.616,-79.5249,252,2,1
10130,10851,Tapscott Rd at McNicoll Ave,43.8261,-79.2433,42,1,1
10131,8964,Yonge St at William Carson Cres,43.7474,-79.4077,78,2,1
10132,7082,Scarlett Rd at East Dr,43.6768,-79.5058,102,1,1
10134,8107,Sloane Ave at Elvaston Dr,43.7301,-79.3098,58,1,1
10136,8403,Vaughan Rd at Arlington Ave East Side,43.6887,-79.4314,103,1,1
10137,11588,Rogers Rd at Bicknell Ave,43.682,-79.4736,284,4,1
10138,8126,Spadina Ave at King St West,43.6457,-79.3952,236,2,1
10140,11711,Dupont St at Davenport Rd,43.6759,-79.4024,46,1,1
10141,4373,Kipling Ave at Snaresbrook Dr,43.7216,-79.5713,144,2,1
10142,2290,Eglinton Ave East at Mason Rd,43.7416,-79.2255,336,3,1
10143,8332,Sutherland Dr at Millwood Rd,43.7032,-79.3644,80,1,1
10144,8822,Willowdale Ave at Sheppard Ave East North Side,43.7645,-79.3998,50,1,1
10146,6421,Hotspur Rd at Bathurst St West Side,43.7331,-79.4336,54,1,1
10147,8562,Warden Ave at Ellington Dr,43.757,-79.2993,111,1,1
10148,8576,Warden Ave at Hymus Rd,43.7197,-79.2844,111,1,1
10149,6710,Pharmacy Ave at Holswade Rd South Side,43.7195,-79.2951,92,1,1
1015,6569,Meadowvale Rd at Generation Blvd,43.8041,-79.1685,145,3,1
10150,2991,Pape Ave at Cosburn Ave,43.6893,-79.3487,152,2,1
10151,6410,Grantbrook St at Drewry Ave South Side,43.7831,-79.4336,50,1,1
10152,14060,Pharmacy Ave at Corinthian Blvd (South) South Side,43.7892,-79.3236,40,1,1
10153,11055,Varsity Rd at Bralorne Cres,43.6612,-79.4982,48,1,1
10154,9890,Lawson Rd at Brumwell St,43.7883,-79.1473,81,1,1
10157,2252,Eglinton Ave East at Brentcliffe Rd,43.7145,-79.3599,492,6,1
10158,6958,Rockcliffe Blvd at Corbett Ave,43.6718,-79.4873,89,1,1
1016,752,Carlton St at Church St,43.662,-79.3792,145,2,1
10161,14082,Nightstar Rd at Cranberry Dr,43.8256,-79.2245,308,3,1
10162,6734,Pharmacy Ave at Pachino Blvd South Side,43.763,-79.312,78,1,1
10163,6540,Marlee Ave at Elway Crt,43.7123,-79.4451,55,1,1
10164,2619,Finch Ave West at Milady Rd,43.7475,-79.5643,198,2,1
10166,8218,Steeles Ave East at Esna Park Dr,43.8171,-79.336,227,3,1
10167,8912,Woodbine Ave at Corley Ave,43.6764,-79.3088,94,1,1
10168,320,3377 Bayview Ave,43.797,-79.3945,57,1,1
10169,4317,Kipling Ave at Gracey Blvd,43.6837,-79.554,136,1,1
10170,8806,Willowdale Ave at Hillcrest Ave,43.7698,-79.4023,52,1,1
10171,8055,Railside Rd (West) at Lawrence Ave East,43.7406,-79.3245,15,1,1
10172,8712,Weston Rd at Coulter Ave,43.7046,-79.5284,158,2,1
10174,8350,Thorncliffe Park Dr at Milepost Pl,43.7033,-79.3469,202,4,1
10175,5971,Ossington Ave at Harbord St South Side,43.6583,-79.4243,175,2,1
10177,11087,Carrier Dr at Dansk Crt,43.7438,-79.6145,61,1,1
10178,1945,Don Mills Rd at Kern Rd,43.7502,-79.3471,162,2,1
10179,2816,Lawrence Ave East at Leslie St,43.7344,-79.3562,31,1,1
1018,11258,Sheppard Ave East at Scunthorpe Rd West Side,43.7932,-79.2422,153,2,1
10180,1368,Milner Ave at Progress Ave East Side,43.7903,-79.233,48,1,1
10181,1791,Coxwell Ave at Fairford Ave,43.6755,-79.3204,130,2,1
10182,5219,Lansdowne Ave at Rideau Ave South Side,43.6464,-79.439,177,1,1
10184,4822,Brimley Rd at Finch Ave East,43.8059,-79.2776,67,1,1
10185,2392,Eglinton Ave West at Old Park Rd,43.7,-79.4307,223,2,1
10186,1499,Rathburn Rd at Renforth Dr,43.6512,-79.5797,47,1,1
10187,4962,Danforth Rd at Seminole Ave North Side,43.748,-79.2444,118,2,1
10189,2494,Finch Ave East at Bridletowne Circle (West),43.7957,-79.3195,147,2,1
1019,200,Bathurst St at Sheppard Ave West,43.7556,-79.4387,176,3,1
10190,1777,Cosburn Ave at Cedarvale Ave,43.6967,-79.3158,123,1,1
10191,2088,Dufferin St at Shanly St,43.6629,-79.4366,156,2,1
10192,4274,Kipling Ave at Advance Rd,43.6339,-79.5322,148,1,1
10194,5312,Lawrence Ave East at Railside Rd (East),43.741,-79.3197,239,3,1
10195,9140,Don Mills Rd at Finch Ave East,43.7924,-79.3545,242,3,1
10196,9205,Heathrow Dr at Datchet Rd,43.7256,-79.5081,41,1,1
10198,4149,King St East at Sumach St,43.6557,-79.3583,173,1,1
10200,439,2481 Birchmount Rd,43.787,-79.3007,92,1,1
10201,9238,North Queen St at Medulla Ave,43.6215,-79.5452,124,1,1
10203,5015,Dundas St West at Howland St,43.6637,-79.5036,49,1,1
10206,9698,Gerrard St East at Victoria Park Ave West Side,43.6869,-79.2871,54,1,1
10207,8414,Vaughan Rd at Kenwood Ave,43.6876,-79.4238,103,1,1
10208,3008,Pape Ave at Torrens Ave North Side,43.6917,-79.3496,152,2,1
10209,6971,Royal York Rd at Anglesey Blvd North Side,43.666,-79.5195,126,1,1
1021,3931,Jane St at Stong Crt,43.7618,-79.5186,104,2,1
10210,5245,Lawrence Ave East at Carnforth Rd East Side,43.7414,-79.3138,251,3,1
10211,8883,Wilson Ave at Ridley Blvd,43.7395,-79.4236,285,3,1
10212,8807,Willowdale Ave at Hollywood Ave South Side,43.7678,-79.4014,52,1,1
10213,3875,Jane St at Courage Ave,43.7448,-79.5144,192,2,1
10214,7392,Van Horne Ave at Kingslake Rd,43.7866,-79.3451,42,2,1
10215,11585,Mimico Ave at Wheatfield Rd,43.6131,-79.4929,148,2,1
10216,8263,Steeles Ave West at Palm Gate Blvd,43.7945,-79.4364,151,2,1
10217,5189,Lake Shore Blvd West at Louisa St,43.6188,-79.4865,159,4,1
10218,3226,Yonge St at Gerrard St East,43.6587,-79.3818,76,2,1
10219,9267,Bergamot Ave at Islington Ave West Side,43.7168,-79.5568,59,1,1
1022,5460,Leslie St at McNicoll Ave,43.8012,-79.3705,47,1,1
10221,520,Bloor St West at Havelock St,43.6604,-79.4325,34,1,1
10222,8279,Steeles Ave West at Hilda Ave,43.7959,-79.4294,277,3,1
10223,1139,Greenwin Village Rd at Regatta Cres,43.7912,-79.4429,142,2,1
10224,349,Bellamy Rd North at Cedar Brae Blvd,43.7518,-79.2334,56,1,1
10225,9891,Port Union Rd at Lawrence Ave East,43.7803,-79.1371,82,1,1
10226,9465,Cosburn Ave at Roosevelt Rd West Side,43.6934,-79.3316,130,2,1
10227,8113,Sloane Ave at Wigmore Dr,43.7323,-79.3102,57,1,1
10228,12144,Portland St at Wesley St West Side,43.6197,-79.4969,38,1,1
1023,3794,Islington Ave at Fletcher Place,43.6914,-79.5443,131,2,1
10231,9148,Keele St at Broadoaks Dr,43.7576,-79.4896,123,2,1
10232,4772,Avenue Rd at Eglinton Ave West North Side,43.705,-79.4086,64,1,1
10234,7476,Yorkland Blvd (North) at Consumers Rd West Side,43.7738,-79.3326,65,2,1
10235,5749,Midland Ave at Wainfleet Rd,43.739,-79.2601,96,1,1
10236,1434,Oriole Pkwy at Chaplin Cres South Side,43.697,-79.403,51,1,1
10237,4165,King St West at Dowling Ave,43.6368,-79.4384,168,3,1
10239,13646,Main St Markham North at 16Th Ave,43.8918,-79.2639,38,1,1
1024,11370,Progress Ave at Brimley Rd West Side,43.7752,-79.2639,56,1,1
10241,4358,Kipling Ave at Princess Margaret Blvd,43.6699,-79.5475,137,1,1
10242,6390,Flemington Rd at Ranee Ave South Side,43.7229,-79.4486,59,1,1
10243,694,Burnhamthorpe Rd at Shaver Ave North East Side,43.6481,-79.5514,70,1,1
10246,2200,366 The East Mall,43.6435,-79.5587,13,1,1
10248,7276,Sheppard Ave West at Easton Rd,43.758,-79.4261,259,3,1
1025,3659,Glencairn Ave at Haven Rd,43.7062,-79.4581,44,1,1
10250,3578,Finch Ave West at Ancona St,43.7749,-79.4381,195,2,1
10251,1817,Cummer Ave at Ruddington Dr,43.793,-79.3908,88,1,1
10252,8648,Wellesworth Dr at Dixfield Dr (South),43.6553,-79.5729,89,1,1
10253,5807,Mt Pleasant Rd at Broadway Ave,43.7113,-79.3913,49,1,1
10256,11533,113 Valley Woods Rd,43.759,-79.3328,74,2,1
10257,8660,210 The West Mall,43.6297,-79.5594,94,1,1
10258,6319,Commissioners St at Saulter St,43.6499,-79.3422,406,2,1
10259,5387,Lawrence Ave West at Little Ave,43.6994,-79.5197,348,3,1
10261,2371,Eglinton Ave West at Kipling Ave,43.6774,-79.5506,125,3,1
10262,8081,Sentinel Rd at Finch Ave West,43.7608,-79.4997,76,1,1
10263,6124,St Clair Ave East at Presley Ave,43.7103,-79.2886,57,1,1
10265,951,Davenport Rd at Ossington Ave,43.6748,-79.4306,50,1,1
10266,14282,The Queensway at Windermere Ave East Side,43.6373,-79.4692,167,3,1
10267,6918,The Queensway at St Lawrence Ave,43.6228,-79.5189,69,1,1
10268,3012,Park St at Sharpe St,43.7108,-79.2541,59,1,1
10269,2234,Eglinton Ave East at Banff Rd,43.7099,-79.3823,512,6,1
1027,4355,Kipling Ave at Penlea Ave,43.7403,-79.5804,144,2,1
10270,6902,The Queensway at Milton St,43.6274,-79.4972,87,2,1
10271,6152,Victoria Park Ave at Eglinton Ave East North Side,43.7254,-79.3028,324,4,1
10272,3067,Queen St East at River St,43.6574,-79.3564,142,2,1
10273,11059,Varsity Rd at Van Stassen Blvd,43.6607,-79.4971,48,1,1
10274,2375,Eglinton Ave West at Lascelles Blvd,43.7057,-79.4036,338,4,1
10275,14150,7075 Warden Ave at Warden Centre Plaza,43.8222,-79.3253,37,1,1
10276,9183,Oakdale Rd at Finch Ave West - Humber Reactivation Care,43.7557,-79.524,18,1,1
10277,8751,Weston Rd at Northland Ave,43.6788,-79.4737,130,1,1
10278,4173,King St West at Jameson Ave,43.6371,-79.4362,168,3,1
10279,433,Birchmount Rd at McNicoll Ave,43.8085,-79.3109,88,1,1
1028,8837,Wilson Ave at Avenue Rd,43.7397,-79.4219,379,4,1
10280,1941,Don Mills Rd at Graydon Hall Pl,43.7651,-79.3467,160,2,1
10282,6296,Castleton Ave at Henrietta St,43.6705,-79.4866,142,2,1
10283,1794,Coxwell Ave at Lower Gerrard St East,43.6731,-79.3195,146,2,1
10284,6704,Pharmacy Ave at Finch Ave East,43.7945,-79.3263,40,1,1
10286,5790,Mortimer Ave at Pape Ave,43.6857,-79.3476,64,1,1
10288,4316,Kipling Ave at Gracey Blvd,43.6836,-79.5536,137,1,1
1029,7404,Varna Dr at Lawrence Ave West North Side,43.7181,-79.4378,58,1,1
10290,6261,Berry Rd at Park Lawn Rd East Side,43.6362,-79.493,55,1,1
10291,1235,Lawrence Ave East at Yonge St East Side,43.725,-79.4018,129,3,1
10292,7374,Stephen Dr at The Queensway,43.6305,-79.4844,55,1,1
10294,6853,Queen St West at Spadina Ave,43.6484,-79.3976,155,2,1
10295,5997,Pelmo Cres at Longview Dr West Side,43.711,-79.5109,30,1,1
10296,215,Bathurst St at Viewmount Ave South Side,43.7101,-79.4277,179,3,1
10297,7028,Royal York Rd at Sinclair St South Side,43.6242,-79.5018,204,4,1
10298,5335,Lawrence Ave West at Avenue Rd,43.7221,-79.4158,217,3,1
10299,2357,Eglinton Ave West at Glenholme Ave,43.6967,-79.4454,278,2,1
1030,4265,Kingston Rd at Victoria Park Ave,43.6807,-79.2843,144,2,1
10300,5731,Opposite 1710 Midland Ave,43.7603,-79.2683,96,1,1
10301,13448,Steeles Ave East at Kennedy Rd,43.8239,-79.3068,227,3,1
10302,2710,Islington Ave at Advance Rd,43.6361,-79.52,136,2,1
10303,10627,North Queen St at The East Mall,43.6206,-79.5491,62,1,1
10305,1077,Gerrard St East at Alton Ave,43.6702,-79.3308,145,2,1
10306,2434,Evans Ave at Brown's Line,43.6104,-79.5495,213,3,1
10308,5591,1030 Martin Grove Rd,43.6954,-79.5727,69,1,1
10309,9963,Lundy Ave at Warren Cres North Side,43.6627,-79.5026,48,1,1
1031,13371,Queens Quay West at Bathurst St East Side Billy Bishop Airport,43.636,-79.3978,122,1,1
10310,4115,Kennedy Rd at Radnor Ave,43.7459,-79.2734,202,2,1
10311,1100,Gerrard St East at Pape Ave,43.668,-79.3405,145,2,1
10313,8737,Weston Rd at Jubilee Cres,43.7258,-79.5356,185,2,1
10314,262,Bay St at Queens Quay West North Side - Jack Layton Ferry Terminal,43.6417,-79.3771,117,1,1
10316,9273,Drewry Ave at Norwin St,43.7849,-79.4277,91,1,1
10317,8530,Warden Ave at Ashtonbee Rd,43.7306,-79.2886,140,2,1
10318,3773,Islington Ave at Chestnut Hills Cres,43.6531,-79.527,130,2,1
10319,9878,Kipling Ave at Steeles Ave West,43.7594,-79.5896,144,2,1
1032,8122,Spadina Rd at Dupont St - Dupont Station,43.675,-79.4072,48,1,1
10320,13947,Lake Shore Blvd West at First St,43.6024,-79.4984,159,4,1
10321,9699,Gerrard St East at Dengate Rd,43.6863,-79.2896,54,1,1
10322,4294,Kipling Ave at Burnhamthorpe Rd,43.6508,-79.5391,262,3,1
10323,6840,Queen St West at Jameson Ave,43.6404,-79.4375,155,2,1
10324,1408,O'Connor Dr at Chilton Rd,43.6937,-79.3473,57,1,1
10325,4582,Roncesvalles Ave at Queen St West,43.6389,-79.4463,158,2,1
10326,1088,Gerrard St West at Elizabeth St West Side,43.6581,-79.3868,12,1,1
10329,6098,Southwood Dr at Glen Ames,43.6757,-79.2967,102,1,1
1033,2471,Faywood Blvd at Invermay Ave,43.7388,-79.4472,46,1,1
10330,3366,Brimley Rd at St Clair Ave East,43.7207,-79.2413,124,3,1
10331,7891,Keele St at Humberside Ave,43.6615,-79.4628,298,4,1
10332,7717,Ellesmere Rd at Saratoga Dr East Side,43.7717,-79.2532,153,2,1
10333,11372,Guildwood Pkwy at Kingston Rd,43.7492,-79.2049,149,1,1
10335,2324,Eglinton Ave West at Avenue Rd West Side,43.7045,-79.4091,223,2,1
1034,10148,Brimley Rd at Pitfield Rd,43.7836,-79.2666,67,1,1
10340,7548,Birchmount Rd at Danforth Rd,43.7072,-79.2683,64,1,1
10341,11291,Humberwood Blvd at Hullrick Dr (South),43.722,-79.613,84,2,1
10342,111,Bathurst St at College St,43.6566,-79.4079,138,2,1
10344,2246,Eglinton Ave East at Bermondsey Rd,43.7259,-79.3138,146,2,1
10345,4869,Chisholm Ave at Lumsden Ave,43.6945,-79.3057,62,1,1
10346,5715,Midland Ave at Lockie Ave South Side,43.7887,-79.2801,96,1,1
10347,7828,Hollinger Rd at Dohme Ave,43.7132,-79.3141,58,1,1
10348,4948,Danforth Rd at Hart Ave,43.7189,-79.2587,132,2,1
10349,6885,The Queensway at The East Mall,43.6166,-79.5461,69,1,1
1035,3331,Belfield Rd at City View Dr,43.6997,-79.5856,44,1,1
10350,8382,Underhill Dr at Cornerbrook Dr,43.7438,-79.3261,114,2,1
10351,10519,Ellesmere Rd at Meadowvale Rd,43.7923,-79.1638,124,1,1
10352,11554,Tapscott Rd at Finch Ave East,43.8144,-79.2374,85,2,1
10353,1758,Broadview Ave at Gerrard St East,43.6657,-79.3528,408,6,1
10354,6471,Island Rd at Port Union Rd East Side,43.7961,-79.1426,80,2,1
10355,4506,Old Weston Rd at Kane Ave,43.6805,-79.4662,213,3,1
10356,11874,Bathurst St at Cordoba Dr,43.7945,-79.4464,44,1,1
10357,9528,24 Mabelle Ave,43.6462,-79.5267,51,1,1
10359,889,Danforth Ave at Glebemount Ave,43.6845,-79.3178,34,1,1
1036,7981,Millwood Rd at Southvale Dr,43.7025,-79.3618,39,1,1
10360,8109,Sloane Ave at Anewen Dr,43.7342,-79.3116,58,1,1
10361,10856,Steeles Ave West at Highway 27 West Side,43.7554,-79.6149,104,2,1
10362,4389,Kipling Ave at Widdicombe Hill Blvd,43.6789,-79.5515,137,1,1
10363,7764,Ian MacDonald Blvd at Founders Rd East Side,43.7777,-79.5029,133,4,1
10364,395,Birchmount Rd at Comstock Rd,43.7236,-79.2752,92,1,1
10365,4975,Dixon Rd at Carlingview Dr,43.6866,-79.5957,179,4,1
10366,2907,McNicoll Ave at Opposite Walkway to Hawkshead Cres,43.808,-79.3137,88,1,1
10368,9997,McCowan Rd at Highway 7,43.867,-79.2843,62,1,1
10369,6881,The Queensway at Smith Cres East Side,43.6256,-79.5054,67,1,1
1037,7575,Carlingview Dr at Disco Rd South Side,43.6993,-79.6014,59,1,1
10370,6872,The Queensway at Atomic Ave,43.6179,-79.5407,69,1,1
10371,6801,Queen St East at Beech Ave,43.6726,-79.2877,155,2,1
10372,13618,Shoreham Dr at Shoreham Crt,43.769,-79.5188,107,1,1
10374,7449,Windermere Ave at St Olaves Rd,43.6425,-79.4759,66,1,1
10375,1869,Davisville Ave at Bayview Ave,43.7028,-79.3747,153,2,1
10376,2082,Dufferin St at Rogers Rd,43.6855,-79.446,278,3,1
10377,8456,Victoria Park Ave at Ellesmere Rd North Side,43.7582,-79.3152,219,3,1
10378,8913,Woodbine Ave at Cosburn Ave,43.6965,-79.3176,107,3,1
10379,12121,Colonel Samuel Park at Humber College Cottages C-M,43.5959,-79.5158,255,2,1
1038,9743,Barber Greene Rd at Broadpath Rd West Side,43.7298,-79.3491,33,1,1
10380,656,Broadview Ave at Hillside Dr,43.6865,-79.3562,489,5,1
10381,8540,Warden Ave at Bridletowne Cir (North) South Side,43.8011,-79.3187,118,2,1
10382,10554,Warden Ave at Apple Creek Blvd,43.8601,-79.3352,37,1,1
10384,5032,East Ave at Maberley Cres (South),43.7825,-79.1325,80,2,1
10385,2178,Dundas St West at Paulart Dr,43.6313,-79.5466,192,3,1
10386,6400,Glen Rd at Elm Ave,43.6759,-79.3751,123,1,1
10388,5395,Lawrence Ave West at Pine St,43.7019,-79.5084,382,4,1
10389,2300,Eglinton Ave East at Pharmacy Ave,43.7259,-79.2972,146,2,1
1039,827,College St at Dufferin St,43.6526,-79.4324,145,2,1
10390,10946,Queens Quay/Ferry Docks Station,43.6414,-79.3771,260,3,1
10391,7588,14 Carluke Cres,43.7605,-79.3917,50,1,1
10392,8797,Willowdale Ave at Church Ave North Side,43.776,-79.4046,50,1,1
10394,5865,40 Norfinch Dr,43.7571,-79.527,19,1,1
10398,3141,Trethewey Dr at Todd Baylis Blvd South Side,43.695,-79.4873,252,3,1
10399,1063,Manitoba Dr at Strachan Ave West Side,43.6363,-79.4104,278,4,1
